season,daynum,wteam,wscore,lteam,lscore,wloc
C,110,730,197,758,163,H
C,110,736,187,854,115,H
C,110,737,139,829,125,H
C,110,738,180,623,173,H
C,110,740,199,545,168,H
C,110,742,173,756,142,H
C,110,755,206,652,125,A
C,110,768,163,703,120,H
C,110,769,182,675,156,H
C,110,772,180,666,149,H
C,110,781,211,753,175,H
C,110,783,199,818,142,A
C,110,786,175,843,139,H
C,110,788,218,754,166,H
C,110,789,163,741,161,A
C,110,790,178,515,170,H
C,110,791,194,672,182,H
C,110,793,197,796,192,A
C,110,795,168,765,158,A
C,110,805,185,801,166,A
C,110,809,211,784,202,A
C,110,810,209,539,202,H
C,110,811,216,650,192,H
C,110,812,216,664,202,A
C,110,814,216,813,197,H
C,110,817,166,824,151,H
C,110,820,199,819,168,A
C,110,821,144,557,115,A
C,110,826,228,522,146,H
C,110,834,185,774,175,A
C,110,836,209,537,163,A
C,110,840,149,725,146,H
C,110,841,192,726,163,H
C,110,847,154,816,122,H
C,110,850,144,600,137,A
C,110,852,185,536,130,H
C,110,853,178,831,151,A
C,111,541,192,658,161,H
C,111,546,175,651,163,A
C,111,551,187,595,118,A
C,111,587,182,626,175,H
C,111,611,204,615,173,H
C,111,642,187,616,156,H
C,111,659,156,744,142,H
C,111,678,233,624,209,A
C,111,704,192,782,166,H
C,111,766,247,653,245,H
C,111,778,154,764,144,A
C,111,779,202,596,180,H
C,111,780,156,573,98,H
C,111,802,187,597,185,H
C,111,828,168,576,161,H
C,111,835,211,803,204,H
C,112,506,175,508,130,H
C,112,510,144,550,127,A
C,112,554,190,850,108,H
C,112,560,204,693,175,A
C,112,562,178,714,149,H
C,112,568,216,832,158,A
C,112,594,235,590,175,H
C,112,600,194,547,163,A
C,112,608,182,734,175,H
C,112,610,166,523,94,H
C,112,632,235,773,228,H
C,112,635,137,583,122,A
C,112,636,194,556,173,A
C,112,645,180,545,173,H
C,112,648,214,777,206,A
C,112,665,206,593,163,H
C,112,679,194,838,166,H
C,112,685,190,804,168,H
C,112,686,142,544,127,A
C,112,692,218,522,132,H
C,112,701,180,817,158,A
C,112,705,190,765,182,H
C,112,729,216,720,194,H
C,112,740,194,553,154,H
C,112,743,185,509,98,A
C,112,747,175,571,137,H
C,112,776,158,745,132,H
C,112,786,166,829,154,A
C,112,788,190,767,168,H
C,112,799,182,813,144,H
C,112,843,170,661,139,N
C,112,846,163,575,151,A
C,112,847,194,602,192,A
C,112,853,230,599,206,H
C,112,855,166,677,113,H
C,113,526,185,699,161,H
C,113,528,199,712,190,H
C,113,559,211,717,190,A
C,113,586,194,833,166,H
C,113,589,221,766,202,H
C,113,605,175,667,137,A
C,113,671,192,670,180,H
C,113,731,192,603,190,A
C,113,736,170,728,125,H
C,113,789,120,779,101,H
C,113,790,209,675,151,A
C,113,815,139,598,134,H
C,114,515,230,769,211,H
C,114,530,166,678,156,A
C,114,533,158,616,156,A
C,114,577,168,551,158,A
C,114,581,233,537,197,A
C,114,597,214,756,194,A
C,114,604,187,504,170,H
C,114,606,173,595,142,A
C,114,608,170,514,168,H
C,114,610,170,707,168,A
C,114,623,166,715,137,H
C,114,624,192,587,182,A
C,114,626,173,749,170,H
C,114,628,211,738,166,H
C,114,629,151,637,149,H
C,114,640,190,592,130,A
C,114,641,192,578,185,H
C,114,642,221,517,137,H
C,114,644,209,555,158,H
C,114,661,168,529,125,H
C,114,666,199,801,185,A
C,114,669,204,719,127,A
C,114,673,197,729,185,H
C,114,674,199,655,137,A
C,114,695,178,830,132,H
C,114,698,161,676,158,H
C,114,721,180,521,151,H
C,114,722,199,796,194,A
C,114,723,192,509,170,H
C,114,737,142,668,137,H
C,114,741,209,663,204,A
C,114,743,146,602,134,A
C,114,764,154,746,130,H
C,114,778,158,527,146,H
C,114,780,139,772,132,A
C,114,793,209,794,178,H
C,114,810,197,818,180,A
C,114,814,185,585,127,H
C,114,816,204,825,151,H
C,114,827,197,518,158,H
C,114,831,130,569,127,H
C,114,836,206,798,182,H
C,114,847,178,583,166,H
C,114,849,156,845,139,H
C,115,503,163,639,122,H
C,115,511,170,726,168,A
C,115,513,168,835,146,H
C,115,516,209,633,168,H
C,115,528,166,799,151,H
C,115,535,202,699,180,A
C,115,536,190,502,144,H
C,115,539,166,841,144,H
C,115,541,175,589,146,H
C,115,549,223,805,182,A
C,115,554,161,784,127,H
C,115,568,163,510,139,H
C,115,580,132,672,130,A
C,115,582,204,681,178,H
C,115,586,187,832,158,H
C,115,588,197,679,156,H
C,115,594,190,543,170,A
C,115,598,173,522,134,H
C,115,613,166,742,120,H
C,115,622,230,552,173,A
C,115,625,178,720,173,A
C,115,627,192,659,156,H
C,115,634,206,667,192,H
C,115,648,206,776,170,H
C,115,660,137,651,125,H
C,115,687,206,519,187,H
C,115,696,175,774,173,H
C,115,701,228,824,170,H
C,115,702,216,538,192,H
C,115,703,187,650,82,H
C,115,705,209,664,192,H
C,115,711,218,757,202,H
C,115,712,173,570,149,H
C,115,713,206,566,118,H
C,115,724,252,548,180,A
C,115,725,233,512,175,H
C,115,727,170,564,137,A
C,115,730,156,607,154,A
C,115,732,170,652,163,H
C,115,733,158,680,137,H
C,115,744,158,782,156,H
C,115,752,204,605,149,H
C,115,761,175,751,168,H
C,115,768,209,803,130,A
C,115,771,175,617,134,H
C,115,777,185,686,161,H
C,115,783,223,840,168,H
C,115,789,163,775,108,A
C,115,791,163,797,127,A
C,115,792,185,682,173,H
C,115,795,163,812,161,H
C,115,800,221,590,154,H
C,115,802,156,754,144,A
C,115,807,156,647,142,H
C,115,809,197,540,125,A
C,115,811,194,643,178,H
C,115,813,202,645,166,H
C,115,820,190,716,187,H
C,115,822,142,620,120,A
C,115,826,168,855,163,A
C,115,834,163,534,161,H
C,115,838,204,544,173,H
C,115,839,199,662,190,A
C,115,842,221,565,206,A
C,115,844,178,851,149,H
C,115,848,149,553,125,H
C,116,558,130,531,125,A
C,116,576,180,657,154,H
C,116,615,190,700,101,H
C,116,704,185,653,158,A
C,116,728,158,567,120,H
C,116,736,185,612,132,H
C,116,753,182,758,161,A
C,116,755,262,781,199,H
C,116,766,214,658,173,H
C,116,854,185,561,178,H
C,117,504,166,655,144,H
C,117,508,173,734,151,A
C,117,510,175,815,154,A
C,117,511,194,725,158,A
C,117,512,168,726,151,A
C,117,515,257,518,199,H
C,117,519,156,797,98,A
C,117,520,161,690,144,H
C,117,521,192,793,180,H
C,117,526,137,822,118,H
C,117,528,209,570,185,H
C,117,529,166,719,144,H
C,117,531,166,561,158,H
C,117,533,180,517,146,H
C,117,535,142,844,137,A
C,117,539,202,840,161,H
C,117,543,211,590,182,H
C,117,546,182,780,149,H
C,117,549,180,573,91,H
C,117,552,144,574,137,H
C,117,558,170,854,137,A
C,117,559,199,829,182,A
C,117,560,192,610,151,H
C,117,564,221,647,168,H
C,117,565,281,566,156,H
C,117,568,180,600,139,H
C,117,569,170,741,149,H
C,117,571,149,665,137,A
C,117,576,216,700,156,A
C,117,580,202,792,180,A
C,117,582,185,680,158,H
C,117,585,175,553,163,A
C,117,588,245,838,218,A
C,117,593,180,523,149,H
C,117,594,281,800,190,A
C,117,597,228,756,168,H
C,117,603,202,527,161,H
C,117,607,257,652,202,H
C,117,608,166,506,125,A
C,117,611,187,828,173,A
C,117,613,173,802,149,H
C,117,620,206,699,182,H
C,117,622,178,654,139,H
C,117,624,192,562,161,H
C,117,626,156,714,108,A
C,117,632,170,685,149,H
C,117,634,151,605,139,H
C,117,635,173,509,163,A
C,117,636,170,629,130,H
C,117,641,178,831,154,H
C,117,642,185,555,158,A
C,117,643,149,633,134,H
C,117,648,269,679,221,A
C,117,650,214,516,197,H
C,117,662,194,606,166,H
C,117,663,197,779,190,H
C,117,664,214,761,192,A
C,117,666,223,651,180,H
C,117,669,170,661,144,H
C,117,671,134,849,113,A
C,117,672,178,682,146,H
C,117,674,197,675,187,A
C,117,677,187,534,163,H
C,117,678,190,575,120,H
C,117,686,185,745,134,A
C,117,687,194,791,182,H
C,117,693,185,619,161,A
C,117,695,206,708,173,A
C,117,698,190,556,185,A
C,117,702,235,711,216,H
C,117,703,211,803,187,A
C,117,705,185,751,178,H
C,117,712,158,799,149,H
C,117,713,190,842,168,H
C,117,715,168,720,149,H
C,117,716,197,795,192,A
C,117,721,192,676,182,H
C,117,722,154,637,146,A
C,117,723,168,602,158,A
C,117,724,250,696,194,A
C,117,727,158,807,103,A
C,117,728,185,612,158,H
C,117,729,178,738,151,H
C,117,730,161,732,137,A
C,117,731,175,737,173,H
C,117,733,242,681,240,H
C,117,736,178,567,127,H
C,117,740,218,645,197,A
C,117,743,161,825,146,H
C,117,746,149,786,139,H
C,117,747,175,683,154,A
C,117,749,168,530,158,H
C,117,752,194,667,142,H
C,117,754,180,742,158,H
C,117,755,194,753,142,H
C,117,762,202,579,185,A
C,117,765,185,819,178,H
C,117,768,132,835,120,A
C,117,769,190,592,178,A
C,117,772,211,801,144,H
C,117,774,228,548,182,A
C,117,775,110,596,106,A
C,117,776,146,544,127,A
C,117,781,230,758,228,A
C,117,783,173,841,134,H
C,117,784,187,540,180,A
C,117,788,228,701,154,H
C,117,790,216,827,182,H
C,117,796,206,794,199,A
C,117,798,163,537,144,H
C,117,804,204,773,197,H
C,117,805,250,617,168,A
C,117,809,168,554,163,A
C,117,811,132,513,130,A
C,117,812,226,820,192,A
C,117,813,202,545,178,A
C,117,814,182,848,158,H
C,117,816,202,583,178,H
C,117,817,202,536,182,A
C,117,821,132,502,98,H
C,117,830,187,551,178,H
C,117,832,178,586,156,H
C,117,836,245,581,197,A
C,117,839,166,595,163,H
C,117,846,192,587,134,H
C,117,850,170,550,158,H
C,117,851,180,845,156,A
C,117,852,166,557,154,A
C,117,853,199,578,149,A
C,118,538,245,757,230,H
C,118,576,180,700,158,H
C,118,577,288,810,202,H
C,118,589,197,782,161,A
C,118,615,170,657,130,H
C,118,623,190,628,173,H
C,118,627,221,653,197,H
C,118,640,204,604,178,H
C,118,659,175,541,137,H
C,118,668,156,717,142,A
C,118,670,269,625,154,H
C,118,692,154,616,144,H
C,118,704,161,658,132,A
C,118,744,245,766,216,H
C,118,771,137,660,127,H
C,118,789,134,599,118,A
C,118,843,194,764,170,H
C,119,503,206,719,156,H
C,119,506,221,685,199,H
C,119,530,182,562,151,H
C,119,537,175,520,170,H
C,119,547,170,522,110,H
C,119,559,185,737,163,H
C,119,560,185,665,142,H
C,119,610,187,571,156,A
C,119,624,204,714,156,A
C,119,626,163,575,134,A
C,119,632,190,608,173,H
C,119,635,163,602,139,H
C,119,636,199,721,168,H
C,119,639,209,661,149,H
C,119,650,254,803,185,H
C,119,678,178,587,149,H
C,119,683,182,693,166,H
C,119,703,137,633,127,A
C,119,724,206,774,166,H
C,119,734,221,773,194,H
C,119,743,204,723,185,H
C,119,747,163,619,139,A
C,119,768,146,513,103,A
C,119,804,242,508,199,H
C,119,805,247,707,178,H
C,119,811,199,516,192,A
C,119,821,190,817,163,H
C,119,826,180,677,156,H
C,119,834,158,855,137,A
C,119,835,170,643,127,H
C,119,836,192,690,170,H
C,119,846,168,749,158,A
C,119,847,173,825,161,A
C,120,519,182,762,110,H
C,120,534,264,548,240,H
C,120,623,197,625,173,A
C,120,662,178,830,158,A
C,120,672,146,580,118,H
C,120,687,202,792,151,H
C,120,708,173,839,127,H
C,120,722,192,793,139,H
C,120,731,156,829,146,H
C,120,741,166,853,163,H
C,120,764,182,668,170,A
C,120,769,187,604,182,H
C,120,778,161,786,156,A
C,120,791,202,579,190,A
C,121,503,156,661,149,A
C,121,504,204,675,168,A
C,121,520,192,836,170,H
C,121,521,166,629,130,H
C,121,527,173,843,166,H
C,121,569,163,578,149,A
C,121,577,182,606,127,A
C,121,581,209,798,206,H
C,121,582,233,621,228,A
C,121,596,211,779,185,H
C,121,599,154,831,120,A
C,121,628,180,715,132,A
C,121,637,228,794,192,H
C,121,640,199,518,139,A
C,121,645,187,553,168,H
C,121,669,146,529,125,H
C,121,670,185,729,146,A
C,121,674,194,515,156,H
C,121,676,206,556,161,H
C,121,690,151,537,146,H
C,121,698,197,796,156,H
C,121,713,154,565,146,A
C,121,717,190,603,166,H
C,121,719,182,639,146,H
C,121,720,146,849,134,A
C,121,738,209,673,199,H
C,121,740,180,545,163,H
C,121,772,173,651,149,A
C,121,775,173,663,168,H
C,121,780,161,660,156,H
C,121,790,190,592,180,H
C,121,801,173,573,134,A
C,121,813,161,848,132,H
C,121,819,182,751,175,H
C,121,825,156,583,149,H
C,121,826,158,834,134,H
C,121,827,144,655,139,H
C,121,842,146,733,122,H
C,122,511,182,539,175,H
C,122,514,187,506,132,H
C,122,536,199,701,149,A
C,122,538,230,564,226,H
C,122,549,163,546,161,H
C,122,551,185,695,173,A
C,122,554,187,540,154,H
C,122,557,154,502,130,A
C,122,560,199,593,170,A
C,122,571,154,523,146,A
C,122,588,214,745,175,H
C,122,594,242,543,178,H
C,122,597,206,754,168,H
C,122,600,137,586,113,H
C,122,605,192,784,142,H
C,122,613,156,756,115,A
C,122,619,190,665,185,H
C,122,620,173,647,154,A
C,122,648,259,679,190,H
C,122,664,185,773,178,H
C,122,666,214,617,182,H
C,122,683,233,610,154,H
C,122,686,166,777,120,A
C,122,699,257,711,223,H
C,122,716,192,761,163,H
C,122,727,156,526,122,H
C,122,747,178,707,137,H
C,122,767,166,742,161,A
C,122,783,206,512,175,A
C,122,786,182,731,146,H
C,122,788,137,802,130,A
C,122,795,182,820,156,A
C,122,805,221,771,182,H
C,122,807,154,757,139,A
C,122,809,226,752,168,H
C,122,810,187,841,180,A
C,122,812,192,705,178,H
C,122,815,144,833,142,A
C,122,817,173,852,158,H
C,122,821,170,824,118,A
C,122,822,202,702,197,H
C,122,838,185,776,182,A
C,122,840,218,818,158,H
C,123,509,170,847,158,N
C,123,510,144,598,139,H
C,123,530,166,575,149,H
C,123,547,134,815,132,H
C,123,550,185,832,158,H
C,123,554,194,809,158,H
C,123,561,175,728,168,H
C,123,567,137,531,122,H
C,123,568,178,600,163,H
C,123,582,223,733,206,H
C,123,588,187,838,118,H
C,123,594,197,605,192,H
C,123,612,194,854,185,H
C,123,643,247,803,214,H
C,123,648,223,686,175,H
C,123,658,158,782,132,H
C,123,659,178,589,175,H
C,123,712,178,657,130,H
C,123,713,221,566,125,A
C,123,723,144,635,134,N
C,123,736,122,558,89,A
C,123,740,211,813,166,H
C,123,743,158,602,118,H
C,123,749,218,714,173,H
C,123,799,161,700,156,A
C,123,814,110,645,101,H
C,123,816,166,825,151,A
C,123,835,180,633,168,A
C,124,504,156,515,151,H
C,124,508,202,514,175,H
C,124,510,204,547,180,A
C,124,511,216,783,139,H
C,124,512,238,539,192,H
C,124,513,178,650,146,H
C,124,520,223,661,182,H
C,124,526,173,620,139,H
C,124,528,209,712,185,H
C,124,530,182,562,163,H
C,124,533,144,616,134,H
C,124,535,149,654,127,H
C,124,536,182,824,180,A
C,124,538,221,807,197,H
C,124,546,252,617,180,H
C,124,549,146,780,139,H
C,124,554,173,594,151,H
C,124,555,202,644,199,H
C,124,556,194,793,154,A
C,124,559,209,778,139,H
C,124,560,221,523,214,A
C,124,564,182,757,168,A
C,124,565,242,621,209,A
C,124,568,163,550,142,H
C,124,570,192,799,144,H
C,124,574,178,845,144,H
C,124,576,122,828,101,A
C,124,577,185,708,180,H
C,124,581,235,798,190,H
C,124,593,178,571,170,H
C,124,595,211,830,151,H
C,124,599,170,775,161,H
C,124,604,185,790,173,H
C,124,607,190,652,187,H
C,124,610,182,619,137,A
C,124,612,266,531,151,H
C,124,613,221,597,187,A
C,124,615,216,611,190,A
C,124,624,199,749,175,N
C,124,627,182,659,132,H
C,124,628,202,625,168,H
C,124,639,228,503,211,A
C,124,640,166,769,137,A
C,124,643,168,516,130,A
C,124,651,204,573,197,A
C,124,653,204,704,192,A
C,124,658,170,744,139,A
C,124,662,199,789,158,H
C,124,666,185,660,156,A
C,124,668,168,843,158,H
C,124,669,161,836,151,A
C,124,670,182,849,168,H
C,124,673,142,715,130,H
C,124,674,178,518,161,H
C,124,675,151,655,149,A
C,124,676,214,637,142,H
C,124,678,144,587,142,H
C,124,680,173,681,158,H
C,124,683,190,665,175,H
C,124,687,194,519,134,H
C,124,692,190,517,125,H
C,124,698,168,629,149,A
C,124,705,202,716,178,A
C,124,721,214,796,134,A
C,124,725,120,726,115,A
C,124,727,151,647,113,H
C,124,728,170,558,127,A
C,124,729,214,720,204,A
C,124,734,228,804,173,A
C,124,736,173,561,142,A
C,124,737,185,717,149,H
C,124,740,151,814,146,A
C,124,741,170,596,137,H
C,124,743,158,509,154,H
C,124,747,197,693,154,H
C,124,751,197,765,149,H
C,124,753,134,730,130,A
C,124,755,199,781,158,A
C,124,756,178,754,158,H
C,124,758,178,732,127,H
C,124,761,185,812,173,A
C,124,766,209,541,199,H
C,124,768,146,835,113,H
C,124,771,182,801,178,A
C,124,779,175,641,166,N
C,124,788,206,742,175,A
C,124,791,178,672,168,A
C,124,794,192,521,180,H
C,124,802,190,767,168,H
C,124,805,223,772,194,H
C,124,811,182,703,166,H
C,124,816,130,723,122,N
C,124,817,187,557,158,H
C,124,819,175,664,156,A
C,124,821,156,701,132,H
C,124,822,245,711,182,H
C,124,827,175,592,134,H
C,124,829,218,746,185,H
C,124,831,223,578,190,H
C,124,841,187,818,170,H
C,124,842,211,566,125,A
C,124,844,197,552,127,H
C,124,846,156,626,132,N
C,124,851,178,622,175,A
C,124,852,151,502,127,A
C,124,854,180,567,161,A
C,125,528,127,576,122,H
C,125,534,194,834,178,A
C,125,535,161,851,115,H
C,125,551,182,606,149,H
C,125,568,158,510,149,H
C,125,570,144,615,122,H
C,125,607,178,753,142,H
C,125,624,180,846,130,H
C,125,627,166,653,139,H
C,125,636,170,722,161,A
C,125,642,199,555,185,H
C,125,678,161,530,139,N
C,125,687,221,791,166,H
C,125,692,192,533,146,H
C,125,699,197,702,173,H
C,125,724,226,774,202,H
C,125,738,238,671,230,A
C,125,743,190,816,154,H
C,125,755,204,758,199,A
C,125,764,194,731,168,H
C,125,766,185,658,170,H
C,125,768,190,513,115,H
C,125,786,185,603,173,H
C,125,789,178,663,158,H
C,125,811,194,643,156,H
C,125,839,170,695,137,H
C,125,840,228,810,226,H
C,125,844,163,574,156,A
C,125,853,214,569,202,H
C,125,855,180,677,142,H
C,126,588,252,648,218,A
C,126,624,202,678,178,N
C,126,627,216,766,180,H
C,126,755,192,607,161,A
C,126,826,202,534,175,H
C,126,855,178,724,144,A
C,127,535,168,844,122,H
C,127,581,223,520,221,N
C,127,619,190,523,185,H
C,127,669,154,639,142,N
C,127,736,187,728,173,A
C,127,754,144,852,137,N
C,127,767,182,557,170,N
C,127,768,149,811,142,H
C,127,802,142,536,134,N
C,127,817,154,613,142,H
C,127,826,161,855,115,H
C,128,527,233,764,209,A
C,128,560,197,619,158,H
C,128,569,163,596,144,N
C,128,581,221,669,185,N
C,128,603,149,668,134,N
C,128,651,180,771,154,N
C,128,660,125,573,120,N
C,128,663,154,831,139,N
C,128,737,173,717,132,N
C,128,746,173,843,156,N
C,128,747,154,693,139,H
C,128,772,175,617,137,N
C,128,775,180,578,149,N
C,128,779,175,641,173,N
C,128,780,170,801,127,N
C,128,795,216,812,209,H
C,128,819,158,820,149,A
C,128,829,230,731,223,N
C,129,504,173,827,149,N
C,129,506,197,773,142,A
C,129,521,158,794,151,N
C,129,546,151,660,132,N
C,129,549,154,651,120,H
C,129,559,154,737,132,N
C,129,565,250,582,235,A
C,129,577,151,830,98,H
C,129,592,163,518,154,N
C,129,593,211,571,175,H
C,129,597,221,754,137,N
C,129,599,211,663,199,N
C,129,604,190,675,182,H
C,129,608,178,508,175,H
C,129,625,187,720,170,N
C,129,637,180,556,146,H
C,129,673,154,715,134,A
C,129,676,178,629,132,H
C,129,681,163,680,144,A
C,129,683,173,665,122,H
C,129,692,223,642,204,H
C,129,695,156,595,151,H
C,129,701,144,802,142,N
C,129,726,110,539,103,A
C,129,734,144,632,139,A
C,129,741,199,569,168,N
C,129,746,146,603,144,N
C,129,772,204,666,137,N
C,129,778,218,527,192,H
C,129,783,228,725,161,H
C,129,786,166,829,158,N
C,129,788,170,767,166,N
C,129,789,182,779,125,N
C,129,790,175,655,149,N
C,129,793,206,796,199,N
C,129,804,173,685,137,H
C,129,805,182,780,178,N
C,129,810,245,512,226,H
C,129,817,130,821,122,H
C,129,818,218,511,216,H
C,129,849,125,729,122,N
C,129,853,163,775,106,N
C,130,515,245,790,230,N
C,130,546,156,772,127,N
C,130,549,240,805,204,H
C,130,551,180,839,134,A
C,130,559,154,746,120,N
C,130,560,185,593,156,H
C,130,564,214,526,197,N
C,130,599,187,789,154,A
C,130,623,158,849,146,H
C,130,636,163,637,146,N
C,130,640,197,504,170,N
C,130,662,199,606,156,N
C,130,670,185,628,158,N
C,130,673,182,671,175,N
C,130,674,173,604,161,A
C,130,681,166,842,154,A
C,130,698,156,521,110,N
C,130,699,194,807,173,H
C,130,701,192,788,175,N
C,130,705,190,795,170,H
C,130,708,175,695,110,N
C,130,713,206,565,190,H
C,130,721,139,676,127,A
C,130,727,197,620,178,N
C,130,734,156,506,146,A
C,130,738,182,625,170,N
C,130,747,197,683,166,H
C,130,769,170,592,144,N
C,130,786,166,778,161,A
C,130,793,156,722,154,N
C,130,804,115,608,108,H
C,130,817,182,597,161,H
C,130,819,185,716,173,A
C,130,822,166,647,146,N
C,130,853,228,741,192,N
C,131,511,218,810,209,A
C,131,539,180,725,170,H
C,131,549,170,546,137,H
C,131,559,166,786,154,N
C,131,570,158,528,139,H
C,131,577,158,551,154,H
C,131,636,218,698,142,H
C,131,640,238,515,178,N
C,131,670,204,673,166,N
C,131,705,202,819,194,H
C,131,708,199,662,175,H
C,131,713,185,681,120,H
C,131,721,163,793,132,N
C,131,727,161,699,149,A
C,131,734,142,804,137,A
C,131,738,163,623,113,A
C,131,747,158,560,146,A
C,131,769,209,674,185,N
C,131,783,204,726,185,H
C,131,817,134,701,122,H
C,131,818,281,512,170,H
C,131,822,156,564,134,N
C,131,840,168,841,122,A
C,131,853,185,599,151,N
C,132,636,173,721,139,H
C,132,640,206,769,134,N
C,132,670,182,738,161,N
C,132,708,199,577,163,N
C,132,822,187,727,151,N
C,15,695,113,604,108,N
C,15,701,235,818,182,H
C,15,736,149,793,134,H
C,15,789,163,518,101,N
C,16,604,214,793,209,N
C,16,736,91,695,86,H
C,18,518,168,809,151,A
C,18,536,175,754,142,A
C,18,551,161,816,120,H
C,18,562,194,677,142,H
C,18,570,185,766,175,A
C,18,595,156,742,127,A
C,18,599,242,619,154,H
C,18,628,252,548,144,H
C,18,636,238,758,175,H
C,18,637,223,833,178,H
C,18,660,156,849,144,A
C,18,668,175,749,146,A
C,18,673,163,829,132,H
C,18,708,202,672,134,H
C,18,738,286,648,228,H
C,18,765,194,696,156,H
C,18,769,182,662,173,N
C,18,789,142,625,127,H
C,18,790,180,848,149,H
C,18,801,187,819,163,H
C,18,805,194,514,122,H
C,19,519,161,587,149,A
C,19,521,235,800,106,H
C,19,530,194,680,130,H
C,19,533,173,745,134,A
C,19,534,204,774,180,A
C,19,538,199,516,151,H
C,19,547,197,850,156,H
C,19,559,211,854,137,H
C,19,581,206,575,139,H
C,19,592,158,705,151,H
C,19,599,202,570,190,H
C,19,603,214,605,173,H
C,19,619,223,766,206,H
C,19,627,228,683,221,A
C,19,645,149,585,130,H
C,19,647,127,593,122,H
C,19,666,180,812,178,H
C,19,675,154,543,96,H
C,19,721,180,632,149,H
C,19,722,247,803,170,H
C,19,732,173,589,132,H
C,19,755,180,807,142,A
C,19,764,182,782,144,H
C,19,775,170,529,151,H
C,19,777,144,855,110,H
C,19,778,173,642,118,H
C,19,780,202,665,163,H
C,19,786,144,814,137,H
C,19,817,230,652,194,H
C,19,821,209,564,142,H
C,19,827,194,586,127,H
C,19,836,163,670,151,A
C,19,839,211,832,168,H
C,19,843,209,583,158,H
C,19,847,173,784,122,H
C,19,851,197,537,173,A
C,20,512,233,565,218,H
C,20,515,274,696,134,H
C,20,527,209,544,130,H
C,20,556,149,762,142,H
C,20,577,187,517,108,A
C,20,582,192,751,185,H
C,20,596,173,616,158,A
C,20,622,175,650,163,A
C,20,628,269,711,154,H
C,20,668,166,590,113,H
C,20,676,204,833,154,H
C,20,698,180,815,122,H
C,20,743,199,830,190,H
C,20,788,187,678,161,H
C,20,818,190,566,96,A
C,20,825,132,605,130,H
C,21,513,197,610,168,H
C,21,518,230,705,180,H
C,21,559,163,528,130,H
C,21,573,139,506,82,H
C,21,595,214,653,173,H
C,21,597,214,593,166,H
C,21,603,235,683,122,H
C,21,623,166,530,142,H
C,21,636,211,742,146,H
C,21,642,166,561,127,H
C,21,644,192,838,185,A
C,21,667,206,848,180,H
C,21,671,197,586,142,H
C,21,695,170,850,118,H
C,21,717,173,550,127,H
C,21,731,178,533,161,H
C,21,738,175,826,134,A
C,21,741,187,816,166,H
C,21,772,190,812,125,H
C,21,790,180,669,178,H
C,21,802,206,801,192,H
C,21,805,178,552,139,A
C,21,822,180,673,154,A
C,21,839,161,692,103,H
C,22,504,194,711,146,H
C,22,531,134,517,120,H
C,22,592,240,809,204,H
C,22,600,228,634,204,H
C,22,602,187,619,173,A
C,22,617,175,514,132,H
C,22,622,206,506,154,H
C,22,632,197,664,149,H
C,22,662,194,588,168,H
C,22,675,216,803,144,H
C,22,721,194,819,151,H
C,22,724,192,680,163,A
C,22,727,173,756,142,A
C,22,730,120,807,110,A
C,22,737,161,828,151,H
C,22,745,166,813,122,A
C,22,777,168,707,108,A
C,22,780,168,583,139,H
C,22,783,209,753,137,H
C,22,811,185,825,170,H
C,22,827,245,598,132,H
C,22,832,204,585,166,H
C,22,846,187,548,125,H
C,22,849,192,624,158,H
C,22,851,154,723,125,H
C,23,512,257,838,211,H
C,23,527,170,590,127,H
C,23,549,182,574,158,H
C,23,554,218,545,154,H
C,23,559,192,741,161,H
C,23,567,142,517,106,H
C,23,587,166,845,122,H
C,23,595,158,822,132,H
C,23,599,178,509,113,H
C,23,605,175,654,139,H
C,23,611,190,616,185,H
C,23,612,173,700,130,A
C,23,636,180,835,149,H
C,23,642,144,558,132,A
C,23,670,185,552,142,H
C,23,674,211,650,134,H
C,23,687,182,569,166,A
C,23,690,168,566,144,A
C,23,698,206,834,137,H
C,23,701,192,702,190,H
C,23,708,202,743,156,A
C,23,720,175,639,161,H
C,23,761,204,543,178,A
C,23,765,173,713,168,H
C,23,774,204,621,199,H
C,23,790,180,814,166,H
C,23,801,161,705,158,H
C,23,817,202,581,158,H
C,23,821,209,842,173,A
C,23,830,142,847,108,H
C,23,841,187,536,118,A
C,23,852,149,556,139,A
C,23,853,228,798,182,H
C,24,511,276,683,127,H
C,24,514,194,734,178,H
C,24,535,122,530,115,H
C,24,575,185,548,182,H
C,24,577,240,568,156,H
C,24,604,187,667,139,H
C,24,625,192,805,154,A
C,24,633,182,593,130,H
C,24,640,211,682,118,H
C,24,672,139,522,91,A
C,24,726,218,565,190,H
C,24,738,257,812,192,H
C,24,775,163,645,115,A
C,24,809,161,664,122,H
C,25,512,209,549,190,A
C,25,515,233,632,170,H
C,25,516,151,541,142,A
C,25,518,199,772,168,H
C,25,551,190,627,118,N
C,25,555,192,567,175,H
C,25,589,187,531,113,H
C,25,592,190,784,166,H
C,25,607,187,802,96,N
C,25,615,166,533,132,H
C,25,622,168,671,139,H
C,25,623,197,600,127,H
C,25,636,221,817,163,H
C,25,644,156,854,132,H
C,25,660,173,717,115,H
C,25,668,214,546,173,H
C,25,678,211,578,161,N
C,25,680,214,819,144,H
C,25,701,216,804,161,H
C,25,725,178,536,161,A
C,25,729,175,679,101,H
C,25,730,238,707,137,H
C,25,753,194,756,98,H
C,25,764,199,534,180,H
